title;rank;total_ratings;installs;average rating;growth (30 days);growth (60 days);price;category;5_star_ratings;4 star ratings;3 star ratings;2 star ratings;1 star ratings;paid;US_Sales;EU_sales;JP_sales;Global_sales;User_rating;Critic_Rating;
Candy Crush Saga;1;31367945;1000.0 M;4;0,9;1,6;0;GAME_CASUAL;23837448;4176798;1534041;486005;1333650;FALSE;173947;121847;88470;511667;6,4;24;
My Talking Tom;2;16810315;500.0 M;4;0,3;0,5;0;GAME_CASUAL;12234051;1514188;851145;465627;1745303;FALSE;70810;154778;71755;518043;2,6;58;
My Talking Angela;3;13050503;500.0 M;4;0,6;1,4;0;GAME_CASUAL;9165205;1073761;636763;399662;1775110;FALSE;106029;98869;96660;552489;1,5;86;
Hay Day;4;12098786;100.0 M;4;0,5;1,2;0;GAME_CASUAL;9031154;1239752;599727;297910;930241;FALSE;7826;114819;134614;513386;2,9;73;
Pou;5;11506051;500.0 M;4;0,2;0,5;0;GAME_CASUAL;8175679;1051014;688712;346244;1244400;FALSE;160506;25662;149214;498065;4,5;45;
Gardenscapes;6;10721875;100.0 M;4;0,6;1,5;0;GAME_CASUAL;7566483;1406080;591119;264105;894086;FALSE;91048;81844;195697;602021;6,4;93;
Minion Rush: Despicable Me Official Game;7;10659387;100.0 M;4;0;0,1;0;GAME_CASUAL;7884729;1105063;542317;236861;890414;FALSE;19351;194058;91254;488192;8,3;100;
Homescapes;8;10159890;100.0 M;4;0,8;2,1;0;GAME_CASUAL;7089644;1367797;604525;262575;835347;FALSE;120423;50051;48547;397565;8,8;21;
Farm Heroes Saga;9;9123920;100.0 M;4;0,6;1,2;0;GAME_CASUAL;7097079;1176491;433227;128489;288631;FALSE;154345;114124;141631;468531;6,4;79;
Township;10;8306868;100.0 M;4;0,6;1,2;0;GAME_CASUAL;5666720;959679;483208;261701;935558;FALSE;85802;129751;37635;482491;8;99;
Candy Crush Soda Saga;11;8071775;100.0 M;4;0,4;0,8;0;GAME_CASUAL;6031478;1145290;420595;132006;342404;FALSE;138341;123232;81587;364669;5,7;30;
Plants vs Zombies™ 2 Free;12;6964142;100.0 M;4;0,5;1,1;0;GAME_CASUAL;5161994;738250;337096;159672;567126;FALSE;107912;46951;67933;376770;2,9;64;
Coin Master;13;5768595;100.0 M;4;2;5;0;GAME_CASUAL;4089427;617190;303609;139343;619023;FALSE;98776;43151;155461;352855;5,2;84;
Angry Birds 2;14;5720687;100.0 M;4;0,4;0,9;0;GAME_CASUAL;4040927;701272;315427;150412;512646;FALSE;183984;127642;160464;480813;2,7;67;
My Cafe — Restaurant Game. Serve & Manage;15;4170408;50.0 M;4;0,6;1,4;0;GAME_CASUAL;3234679;428334;200017;86064;221311;FALSE;162983;191277;65683;451368;8,4;70;
The Simpsons™: Tapped Out;16;4079806;100.0 M;4;0,1;0,2;0;GAME_CASUAL;2650097;486532;256817;141989;544370;FALSE;137894;84312;123415;536300;9,9;30;
My Talking Tom 2;17;3617773;100.0 M;4;2;4,6;0;GAME_CASUAL;2619420;297742;172533;114892;413183;FALSE;135165;102583;10291;257082;2;17;
Bubble Witch 2 Saga;18;2954685;100.0 M;4;252,7;0,1;0;GAME_CASUAL;2182994;442668;186915;45788;96317;FALSE;17669;158414;186555;656439;6,2;58;
FarmVille 2: Country Escape;19;2914639;50.0 M;4;0,3;0,5;0;GAME_CASUAL;1994505;407586;195237;87860;229449;FALSE;96194;195828;141286;687337;2,8;86;
Talking Tom Cat;20;2264014;100.0 M;3;0,7;1,5;0;GAME_CASUAL;1459128;186361;140080;100488;377954;FALSE;88048;116245;3174;240683;5;37;
My Home - Design Dreams;21;2154956;100.0 M;4;0,9;2,1;0;GAME_CASUAL;1513881;301704;140589;56303;142476;FALSE;22686;62073;14233;294893;1,9;49;
Best Fiends - Free Puzzle Game;22;2091145;50.0 M;4;0,5;1;0;GAME_CASUAL;1646856;256082;76653;33048;78503;FALSE;174573;192621;107944;667103;9,9;49;
PewDiePie's Tuber Simulator;23;2001718;10.0 M;4;0,1;0,2;0;GAME_CASUAL;1671110;180104;55116;21918;73468;FALSE;102370;137877;36706;382764;4;27;
Ice Age Village;24;1898651;50.0 M;4;0;0,1;0;GAME_CASUAL;1399681;245543;112191;39947;101286;FALSE;194503;70303;173506;679412;4,2;63;
My Talking Tom Friends;25;1876427;100.0 M;4;5,4;12;0;GAME_CASUAL;1404351;145789;83448;52288;190548;FALSE;26858;133797;195262;402318;9,1;25;
Dumb Ways to Die 2: The Games;26;1782012;100.0 M;4;0;0,1;0;GAME_CASUAL;1265351;195451;108001;46276;166930;FALSE;192379;166172;106453;682117;1;74;
Candy Crush Friends Saga;27;1683260;50.0 M;4;0,8;1,6;0;GAME_CASUAL;1268463;242273;83832;27455;61234;FALSE;138091;193853;121407;463750;5,7;15;
Family Farm Seaside;28;1627243;50.0 M;4;0,3;0,8;0;GAME_CASUAL;1204255;135347;78073;44346;165218;FALSE;100596;22135;54737;424585;7,6;29;
Bubble Shooter;29;1503412;100.0 M;4;3,1;6,7;0;GAME_CASUAL;1033894;163259;108056;54617;143583;FALSE;84818;62849;97876;462138;5,2;33;
Pirate Kings™️;30;1432166;10.0 M;4;0,2;0,3;0;GAME_CASUAL;1049465;142061;64707;33473;142459;FALSE;48163;18162;153556;261954;3,9;42;
MY LITTLE PONY: Magic Princess;31;1431962;50.0 M;4;0,2;0,3;0;GAME_CASUAL;975697;146337;81939;48296;179690;FALSE;182367;127735;192235;521096;2,2;78;
My Horse;32;1378621;10.0 M;4;0;0,1;0;GAME_CASUAL;983456;257030;77494;15776;44864;FALSE;149019;32551;82132;311276;2,2;16;
Blossom Blast Saga;33;1326867;50.0 M;4;0,1;0,3;0;GAME_CASUAL;956682;190254;81633;28037;70258;FALSE;95263;39809;187684;381265;5,2;44;
Gacha Club;34;1222505;10.0 M;4;5,9;12,9;0;GAME_CASUAL;976018;118010;42649;18392;67434;FALSE;1241;180012;87444;331909;7,5;78;
Diamond Digger Saga;35;1218003;10.0 M;4;0;0,1;0;GAME_CASUAL;883862;199331;79682;18938;36188;FALSE;32668;17307;96283;239405;6;85;
Farm Heroes Super Saga;36;1135695;10.0 M;4;0,2;0,4;0;GAME_CASUAL;825239;185210;69324;19865;36055;FALSE;52707;186087;89780;494526;5,8;60;
My Talking Hank;37;1131205;100.0 M;4;0,7;1,6;0;GAME_CASUAL;809274;94858;59551;38632;128888;FALSE;78732;41256;120674;248604;8,3;86;
Papa Pear Saga;38;1099997;50.0 M;4;196,3;0,1;0;GAME_CASUAL;813086;144035;64753;23147;54974;FALSE;30242;195156;182720;582706;8,9;79;
My Boo: Your Virtual Pet Game To Care and Play;39;1009374;10.0 M;4;0,2;0,5;0;GAME_CASUAL;784152;106559;46334;17864;54463;FALSE;196219;93686;97260;517942;4,8;15;
Puppy Town - Merge & Win;40;978460;50.0 M;4;1,5;4,2;0;GAME_CASUAL;673255;72892;32537;20945;178828;FALSE;120250;110965;193184;605566;9;52;
Save The Girl;41;952348;100.0 M;3;1,1;2,6;0;GAME_CASUAL;591803;80978;62429;48097;169038;FALSE;138891;189199;46881;560855;6,5;39;
Smurfs' Village;42;941133;10.0 M;4;0,1;0,1;0;GAME_CASUAL;731661;81527;45176;19280;63487;FALSE;40896;71053;144334;282022;6,8;43;
My Dolphin Show;43;939577;50.0 M;4;0,3;0,7;0;GAME_CASUAL;676889;96965;56485;26929;82307;FALSE;90121;196791;76064;568844;2,2;59;
Green Farm 3;44;924595;10.0 M;4;0,4;0,7;0;GAME_CASUAL;571381;115687;76942;38875;121707;FALSE;77651;38831;77161;251154;7;35;
Pet Rescue Saga;45;921224;100.0 M;4;0;0;0;GAME_CASUAL;751461;107090;30751;10390;21529;FALSE;179638;36601;159048;519818;9;100;
Good Pizza, Great Pizza;46;910777;50.0 M;4;2,1;5;0;GAME_CASUAL;651420;117048;52529;24633;65145;FALSE;115706;169888;25045;552803;9,3;39;
Bubble Shooter;47;881816;100.0 M;4;1,2;2,8;0;GAME_CASUAL;622790;117945;56216;23294;61569;FALSE;28594;190318;56870;296135;6;37;
Rodeo Stampede: Sky Zoo Safari;48;880964;10.0 M;4;0,4;0,8;0;GAME_CASUAL;566493;120253;69961;33039;91215;FALSE;93539;88161;145483;449776;9,9;70;
Stickman Warriors;49;875343;50.0 M;4;0,2;0,3;0;GAME_CASUAL;585941;90239;60299;28150;110712;FALSE;140278;133870;79481;381893;8,8;65;
Idle Arks: Build at Sea;50;865040;10.0 M;4;5,5;14;0;GAME_CASUAL;638136;98626;54652;22207;51416;FALSE;115885;196084;24998;508693;2,7;90;
Bubbu – My Virtual Pet;51;847777;50.0 M;4;1,8;3,7;0;GAME_CASUAL;660874;63957;33911;20752;68280;FALSE;82073;67956;106973;305451;8,1;72;
BTS WORLD;52;781393;10.0 M;4;0,7;1,4;0;GAME_CASUAL;689356;38419;16073;7813;29731;FALSE;50378;6448;52502;114529;5,5;24;
Let's Create! Pottery Lite;53;777217;10.0 M;4;0,3;0,5;0;GAME_CASUAL;532145;83892;54115;28958;78104;FALSE;6681;142826;57925;487455;3,9;90;
Covet Fashion - Dress Up Game;54;752953;10.0 M;4;0,4;0,6;0;GAME_CASUAL;419680;145021;65512;34343;88394;FALSE;195533;102223;99213;678325;9,2;12;
World Chef 🍰🍔🍝🍓;55;712766;10.0 M;4;0;0,1;0;GAME_CASUAL;515705;91031;43134;17633;45261;FALSE;32017;45579;104104;252430;9,6;16;
What if..;56;685365;5.0 M;4;0;0;0;GAME_CASUAL;552588;94468;21233;5136;11938;FALSE;188617;152255;37544;544184;9,5;94;
Virtual Families 2;57;679330;10.0 M;4;0;0,1;0;GAME_CASUAL;432002;91148;56154;24538;75485;FALSE;168298;40195;59882;328022;7,7;14;
Angry Birds POP Bubble Shooter;58;670105;10.0 M;4;0,2;0,3;0;GAME_CASUAL;494241;81755;38494;15919;39693;FALSE;15099;184822;48705;356755;3,5;71;
The Simpsons™: Tapped Out;59;665838;10.0 M;4;0,1;0,1;0;GAME_CASUAL;482665;78462;35349;17654;51705;FALSE;49091;33126;33645;374414;9,3;34;
Wonder Zoo - Animal rescue !;60;659139;10.0 M;4;0,2;0,3;0;GAME_CASUAL;451806;82817;44197;20209;60108;FALSE;79033;123363;195266;541819;4;33;
Furby BOOM!;61;655486;10.0 M;4;0;0;0;GAME_CASUAL;497030;57511;30349;13680;56912;FALSE;126240;86623;85334;595688;8,3;39;
Shopping Mall Girl - Dress Up & Style Game;62;652820;50.0 M;4;0,9;1,9;0;GAME_CASUAL;452065;54651;38207;25278;82615;FALSE;130270;100646;45049;390130;2,8;13;
Plants vs. Zombies™ 2 Free;63;649699;10.0 M;4;0,3;0,6;0;GAME_CASUAL;467599;79307;35546;17028;50216;FALSE;152989;183086;145870;733924;7,5;38;
Plants vs. Zombies™ Heroes;64;636439;10.0 M;4;1,2;2,3;0;GAME_CASUAL;454670;70717;34755;17372;58923;FALSE;137222;103528;181981;552167;2,2;74;
Twist Hit!;65;627963;10.0 M;4;0;0,1;0;GAME_CASUAL;456597;74051;44136;16750;36428;FALSE;29713;54520;178447;454286;1,2;19;
Hello Kitty Nail Salon;66;627042;100.0 M;4;1,2;2,7;0;GAME_CASUAL;440620;46732;31244;22519;85924;FALSE;24033;117781;1180;412068;8,8;67;
Board Kings™️: Fun Board Games;67;605422;10.0 M;4;3,2;6,5;0;GAME_CASUAL;473424;51048;22893;13584;44471;FALSE;96959;27648;100344;341468;6,6;31;
Moy 3 - Virtual Pet Game;68;603781;10.0 M;4;0;0,1;0;GAME_CASUAL;462582;58790;33494;11913;36999;FALSE;98971;59446;44395;217204;8,2;52;
Fish Live;69;602123;10.0 M;4;0;0,1;0;GAME_CASUAL;459046;63875;35736;10925;32537;FALSE;68539;94598;80437;378265;1,7;48;
Family Island™ - Farm game adventure;70;592625;10.0 M;4;10;19,3;0;GAME_CASUAL;411401;90484;39822;15183;35732;FALSE;175853;123090;180597;690342;1,7;61;
Cow Evolution: Crazy Cow Making Idle Merge Games;71;570955;10.0 M;4;0,3;0,5;0;GAME_CASUAL;443937;66232;26738;10215;23830;FALSE;27211;153805;82729;506954;4,8;29;
BlockBuild: Craft Your Dream World;72;568174;10.0 M;4;0,1;0,2;0;GAME_CASUAL;364726;54802;38870;19860;89914;FALSE;43067;36696;73534;292360;3,9;68;
Paradise Island 2: Hotel Game;73;567668;10.0 M;4;0,3;0,7;0;GAME_CASUAL;392672;118389;23787;8741;24077;FALSE;123973;41411;159888;503336;2,6;28;
Kiss Kiss: Spin the Bottle for Chatting & Fun;74;556525;10.0 M;4;5,5;11,8;0;GAME_CASUAL;438288;22770;12779;9891;72795;FALSE;44531;120399;154725;345163;5,7;59;
Moy 2 - Virtual Pet Game;75;540665;10.0 M;4;0,1;0,3;0;GAME_CASUAL;389914;49587;35329;16166;49667;FALSE;104259;99626;92333;398518;5,5;63;
Lost Island: Blast Adventure;76;539618;10.0 M;4;0,4;0,9;0;GAME_CASUAL;392042;84757;31131;10657;21028;FALSE;153298;143896;50536;477295;1,9;71;
Stupid Zombies 3;77;532119;10.0 M;4;0,2;0,5;0;GAME_CASUAL;391786;63353;34261;12140;30576;FALSE;115842;41986;9100;401650;8,6;31;
Idle Sightseeing Train - Game of Train Transport;78;526404;1.0 M;4;625,9;1251,8;0;GAME_CASUAL;332168;78207;48369;16909;50748;FALSE;126720;61987;169409;521593;7,5;65;
Dumb Ways to Die;79;521999;50.0 M;4;0,3;0,6;0;GAME_CASUAL;333246;64379;41810;21779;60782;FALSE;24639;179509;39874;352894;2,1;58;
Bubble Shooter;80;513273;100.0 M;4;0,3;0,6;0;GAME_CASUAL;356049;63918;35560;16181;41563;FALSE;71029;126901;180288;638455;7,9;44;
Fruit Block - Puzzle Legend;81;510146;10.0 M;4;1914,7;1,7;0;GAME_CASUAL;338839;73912;48046;16253;33093;FALSE;151366;138293;175841;494975;4,4;30;
Island Experiment;82;497556;10.0 M;4;0;0;0;GAME_CASUAL;220970;146774;82128;15085;32597;FALSE;184272;173943;161540;700755;9,5;93;
Bubble Shooter;83;487206;100.0 M;4;0,5;1,1;0;GAME_CASUAL;339101;60100;31478;14670;41854;FALSE;15437;52152;53508;184423;8,9;13;
Moy 4 - Virtual Pet Game;84;476520;10.0 M;4;0,1;0,3;0;GAME_CASUAL;355557;44409;26769;12156;37627;FALSE;109473;124290;190075;629618;7;59;
Moy - Virtual Pet Game;85;475705;10.0 M;4;0,1;0,1;0;GAME_CASUAL;335504;44683;31325;13678;50513;FALSE;32481;30177;30162;248798;4,1;21;
HappyFish;86;469274;1.0 M;4;0;0,1;0;GAME_CASUAL;348400;68745;30278;5392;16457;FALSE;17598;35408;155294;320744;2,9;73;
Match Masters;87;462861;10.0 M;4;24;49,3;0;GAME_CASUAL;328311;64534;28243;9107;32664;FALSE;24005;40593;14339;269996;6,2;96;
Gacha Studio (Anime Dress Up);88;462460;10.0 M;3;0,7;1,4;0;GAME_CASUAL;278605;46716;34234;22630;80272;FALSE;142736;45090;49836;266473;1,2;86;
Cooking Dash;89;458766;10.0 M;4;0,1;0,2;0;GAME_CASUAL;279541;73007;41708;20739;43768;FALSE;137422;33488;70115;511671;5;34;
LINE 旅遊大亨;90;444080;5.0 M;3;0;0;0;GAME_CASUAL;226320;43452;36250;17770;120287;FALSE;112956;142030;155468;479786;6,1;25;
Little Big City 2;91;442100;10.0 M;3;0,3;0,6;0;GAME_CASUAL;259916;61224;39116;19478;62364;FALSE;47305;95382;122016;533108;7,8;66;
Kids Doodle - Color & Draw Free Game;92;430459;50.0 M;4;0;0,1;0;GAME_CASUAL;309838;47284;26040;10352;36942;FALSE;175043;46846;23737;530260;8,7;88;
Dance Clash: Ballet vs Hip Hop;93;428132;10.0 M;4;0,9;2,1;0;GAME_CASUAL;295035;44478;27154;14836;46626;FALSE;99971;183867;149762;471326;9,6;25;
sand:box;94;414428;10.0 M;4;1,7;3,8;0;GAME_CASUAL;297229;47857;24352;11976;33011;FALSE;180796;36415;68334;458304;8,9;64;
Gacha Life;95;405505;50.0 M;4;0,3;0,6;0;GAME_CASUAL;307443;40558;16388;7553;33561;FALSE;5233;102018;154488;329254;7,7;41;
Wildscapes;96;385882;10.0 M;4;0,6;1,3;0;GAME_CASUAL;273707;57256;22876;9323;22718;FALSE;96639;57890;166484;607621;8,8;47;
Bravoloto;97;381919;5.0 M;4;0,1;0,2;0;GAME_CASUAL;316246;31810;9963;5205;18692;FALSE;129641;74566;34287;379710;4,9;99;
Harvest Land: Farm & City Building;98;378085;10.0 M;4;2;4,2;0;GAME_CASUAL;258091;47714;27671;11842;32765;FALSE;154175;22585;134298;393913;5,6;44;
The Battle Cats;99;373522;10.0 M;4;1,4;2,9;0;GAME_CASUAL;289498;37687;15999;6754;23581;FALSE;90278;167690;146651;450728;9,1;76;
Big Farm: Mobile Harvest – Free Farming Game;100;370755;10.0 M;4;508,1;2,8;0;GAME_CASUAL;233460;65503;22707;12643;36439;FALSE;71298;35075;176935;434398;3,4;19;
Toca Life World: Build stories & create your world;1;1690405;50.0 M;4;11,1;26,7;0;GAME_EDUCATIONAL;1191130;195192;95400;50193;158487;FALSE;149417;101521;36076;575356;7,5;75;
Toca Kitchen 2;2;1543998;100.0 M;4;0,9;2;0;GAME_EDUCATIONAL;1044380;167400;99241;57056;175918;FALSE;150559;101861;180932;626042;6,5;73;
Cooking Mama: Let's cook!;3;758930;50.0 M;4;0,6;1,3;0;GAME_EDUCATIONAL;569677;64417;38966;21992;63877;FALSE;121476;180087;151108;530042;5,7;53;
知識王;4;571355;1.0 M;4;0;0;0;GAME_EDUCATIONAL;395665;71737;37756;15358;50837;FALSE;120431;98806;122445;638510;5,9;60;
Animal Jam;5;519854;10.0 M;4;0,4;0,8;0;GAME_EDUCATIONAL;330550;67983;37226;19708;64384;FALSE;68194;71633;154400;311986;9,7;11;
My Town: Home Doll house - Family Playhouse;6;469665;10.0 M;4;3,7;7,9;0;GAME_EDUCATIONAL;338284;37308;23232;16939;53900;FALSE;34772;121087;180169;517873;1,7;35;
Skillz - Logic Brain Games;7;440099;10.0 M;4;0,3;0,6;0;GAME_EDUCATIONAL;284760;81030;28581;12818;32907;FALSE;76127;153320;159094;680399;7,5;25;
Mandala Coloring Pages;8;335602;50.0 M;4;0,6;1,2;0;GAME_EDUCATIONAL;227796;38019;21197;13605;34982;FALSE;109466;55659;1959;297501;10;94;
Baby Panda's Supermarket;9;299512;100.0 M;4;2,1;5,1;0;GAME_EDUCATIONAL;221507;19279;12167;10193;36364;FALSE;126017;4685;16637;249067;1,4;23;
Baby Panda World;10;229515;50.0 M;4;11;23,1;0;GAME_EDUCATIONAL;177112;13802;8861;6241;23497;FALSE;97878;72460;166051;387870;1,6;22;
Masha and the Bear. Educational Games;11;210406;100.0 M;4;1,9;4,3;0;GAME_EDUCATIONAL;142332;15737;11577;9045;31713;FALSE;95204;157013;25610;446422;3,8;84;
Pepi House: Happy Family;12;204816;10.0 M;4;1,5;3,3;0;GAME_EDUCATIONAL;132787;19175;11845;9717;31289;FALSE;156240;116496;145823;672034;7,1;10;
Math Games, Learn Add, Subtract, Multiply & Divide;13;201926;10.0 M;4;3;6,9;0;GAME_EDUCATIONAL;154697;16426;8631;5266;16904;FALSE;179621;152794;48788;408112;6,5;97;
Girl Games: Unicorn Cooking Games for Girls Kids;14;191141;10.0 M;4;10;24,7;0;GAME_EDUCATIONAL;150962;11416;6201;5011;17549;FALSE;104455;1363;33333;392295;3,4;52;
Pepi Super Stores: Fun & Games;15;188628;10.0 M;4;1,8;4;0;GAME_EDUCATIONAL;131144;14630;9261;7644;25947;FALSE;195060;147485;169047;803552;3,4;25;
LEGO® DUPLO® Train;16;185082;10.0 M;4;0;0;0;GAME_EDUCATIONAL;129634;16481;12725;5763;20476;FALSE;183896;11804;198512;558880;3,3;54;
Little Panda's Restaurant;17;177900;50.0 M;4;3,5;6,7;0;GAME_EDUCATIONAL;136565;10350;6860;5324;18798;FALSE;147097;180318;44244;434845;4,1;49;
Smolsies - My Cute Pet House;18;164764;10.0 M;4;3,3;7,3;0;GAME_EDUCATIONAL;118137;14783;8830;5341;17670;FALSE;120248;2489;67313;253566;4,7;32;
Baby Panda Care;19;161896;50.0 M;4;1,1;2,4;0;GAME_EDUCATIONAL;113255;11857;7862;7032;21887;FALSE;34567;68538;191646;415838;5,8;73;
超級單字王 - 英檢;20;多益;托福 輕鬆學;158721;500.0 k;4;0,6;1,1;0;GAME EDUCATIONAL;149917;6111;1435;358;58935;134366;115776;556201;9,2;91;
Baby Panda's School Bus - Let's Drive!;21;155279;50.0 M;4;4,9;9,8;0;GAME_EDUCATIONAL;117842;9711;6246;4458;17020;FALSE;108234;129659;58898;349338;6,1;44;
Baby Panda's Fashion Dress Up Game;22;152780;50.0 M;4;3,1;6,8;0;GAME_EDUCATIONAL;113689;8994;6478;5001;18617;FALSE;185762;169527;39910;396831;7;97;
Truck games for kids - build a house, car wash;23;147633;100.0 M;4;5446,9;10,2;0;GAME_EDUCATIONAL;98893;11767;8266;6773;21932;FALSE;35403;18813;132433;365444;8,9;27;
Baby Games for 2,3,4 year old toddlers;24;146101;10.0 M;4;4,6;10;0;GAME_EDUCATIONAL;111993;21993;6404;1817;3892;FALSE;137093;33736;157856;612359;5,4;82;
Fluvsies - A Fluff to Luv;25;145347;10.0 M;4;8,2;18,8;0;GAME_EDUCATIONAL;110407;11110;6183;3914;13730;FALSE;23904;163196;117396;535102;9,6;56;
My Town : Police Station. Policeman Game for Kids;26;142128;10.0 M;4;2,1;4,4;0;GAME_EDUCATIONAL;97965;10628;7445;6616;19471;FALSE;44890;71074;73506;407959;5,8;71;
Baby Panda’s Ice Cream Shop;27;141681;50.0 M;4;2,2;4,7;0;GAME_EDUCATIONAL;105203;9009;6799;4859;15808;FALSE;157624;2997;39225;310468;4,2;21;
Coloring & Learn;28;138294;50.0 M;4;4,6;11,1;0;GAME_EDUCATIONAL;95108;13510;8076;5246;16351;FALSE;83165;120045;48615;539442;8,1;100;
Meow Meow Star Acres;29;135433;1.0 M;4;0,1;0,2;0;GAME_EDUCATIONAL;103645;13910;7204;2797;7874;FALSE;196013;43961;96087;493723;2,6;28;
Supermarket: Shopping Games for Kids;30;132854;10.0 M;4;1,5;3,4;0;GAME_EDUCATIONAL;95241;8553;5436;4416;19206;FALSE;37150;16215;68776;162733;6,7;36;
Little Panda's Chinese Recipes;31;129911;50.0 M;4;2,5;5;0;GAME_EDUCATIONAL;98822;8155;5566;3684;13682;FALSE;163762;67376;151018;486973;2,1;59;
Little Panda Policeman;32;128528;50.0 M;4;3,4;7,5;0;GAME_EDUCATIONAL;92578;8404;6004;4602;16937;FALSE;121982;155029;11593;370655;2,2;53;
من سيربح المليون الموسوعة;33;123262;10.0 M;4;1,4;2,8;0;GAME_EDUCATIONAL;91784;5925;5156;3677;16718;FALSE;83705;155698;146514;683662;2,3;63;
Do Not Disturb! Get Prankster in a Hilarious Game;34;121977;10.0 M;4;1,9;4,1;0;GAME_EDUCATIONAL;82251;11555;11792;4308;12068;FALSE;129665;100246;55207;481844;9,4;35;
My Town: Play & Discover - City Builder Game;35;116243;10.0 M;4;2013,3;9,3;0;GAME_EDUCATIONAL;80372;8500;5402;4349;17617;FALSE;96966;134171;97248;349275;2;40;
Make-Up Me: Superstar;36;106074;10.0 M;4;0;0;0;GAME_EDUCATIONAL;75946;12756;7102;2217;8051;FALSE;81427;166006;156652;674512;8,3;43;
Multiplication Table Kids Math;37;103248;10.0 M;4;0;0;0;GAME_EDUCATIONAL;74312;10957;5883;2047;10048;FALSE;132415;77269;90263;448751;4,9;86;
MentalUP - Learning Games & Brain Games;38;102219;5.0 M;4;2,1;4,8;0;GAME_EDUCATIONAL;90114;4431;1625;852;5194;FALSE;87429;170363;30158;443116;8,2;66;
Math Exercises for the brain, Math Riddles, Puzzle;39;102168;5.0 M;4;2,7;5,9;0;GAME_EDUCATIONAL;77581;13635;4971;2006;3972;FALSE;177087;34943;36977;414289;4,9;80;
Princess Salon: Frozen Party;40;101418;10.0 M;3;0,5;0,2;0;GAME_EDUCATIONAL;66006;7186;6156;4757;17311;FALSE;124293;9136;100866;447825;6,9;58;
Little Panda’s Summer: Ice Cream Bars;41;94157;10.0 M;4;1,9;4,5;0;GAME_EDUCATIONAL;72545;5575;3879;2822;9334;FALSE;104850;138338;180370;676001;6,2;26;
Little Panda: Princess Makeup;42;91946;10.0 M;4;5,6;12,3;0;GAME_EDUCATIONAL;65777;6298;4430;3427;12011;FALSE;119614;126928;121419;369654;5,5;43;
Reaction training;43;91542;1.0 M;4;5,9;15,1;0;GAME_EDUCATIONAL;77154;9565;1942;759;2120;FALSE;179239;93588;145173;694909;8,2;26;
Make-Up Me;44;90720;10.0 M;3;0,1;0,1;0;GAME_EDUCATIONAL;55578;8660;7441;4235;14803;FALSE;176189;23428;33620;319651;1,2;43;
Bini Super ABC! Preschool Learning Games for Kids!;45;90184;10.0 M;4;2,5;6;0;GAME_EDUCATIONAL;68668;9896;4022;2070;5525;FALSE;101609;154491;92335;434220;8,4;96;
LEGO® DUPLO® Town;46;89570;10.0 M;3;0;0;0;GAME_EDUCATIONAL;55869;7412;5656;4419;16211;FALSE;98771;136829;150513;579486;4,1;69;
My Town : Fashion Show;47;88278;10.0 M;4;2,7;6;0;GAME_EDUCATIONAL;62679;6818;4119;3682;10977;FALSE;1011;129009;1017;416693;10;19;
Little Panda's Farm Story;48;85437;10.0 M;4;2,5;5,1;0;GAME_EDUCATIONAL;66723;5406;3610;2174;7521;FALSE;174655;15439;128130;573043;6,6;44;
Little Panda: Princess Dress Up;49;83994;10.0 M;4;1,7;3,5;0;GAME_EDUCATIONAL;58641;5858;4008;3538;11946;FALSE;116999;170342;21739;543604;4,9;40;
Сказки и развивающие игры для детей, малышей;50;81628;1.0 M;4;0,5;1,1;0;GAME_EDUCATIONAL;71135;6195;1678;759;1858;FALSE;163514;47582;175371;407637;7,9;43;
Baby Panda's Carnival - Christmas Amusement Park;51;81135;10.0 M;4;1,6;3,9;0;GAME_EDUCATIONAL;60102;5200;3703;2615;9512;FALSE;33487;105317;43284;331495;6;19;
My Town : Beauty contest - Dress Up Game for Girls;52;79583;10.0 M;4;3,1;7,1;0;GAME_EDUCATIONAL;57296;5472;4000;3121;9691;FALSE;31068;87135;32992;333215;4,9;95;
Monster Trucks Game for Kids 2;53;79263;50.0 M;3;2,3;5,2;0;GAME_EDUCATIONAL;50961;6250;4670;3720;13660;FALSE;27122;149235;21175;422285;1;60;
ほしの島のにゃんこ;54;78145;1.0 M;4;0,2;0,3;0;GAME_EDUCATIONAL;42904;14624;8998;3381;8236;FALSE;90914;46359;168239;503473;8,3;74;
Urban City Stories;55;76981;10.0 M;3;5,4;11,9;0;GAME_EDUCATIONAL;43442;7060;5325;5046;16106;FALSE;15745;187483;140906;411725;3,5;100;
Jungle Animal Hair Salon - Styling Game for Kids;56;76498;10.0 M;3;0,4;0,9;0;GAME_EDUCATIONAL;47396;6488;5338;4288;12986;FALSE;84015;144580;102269;350684;9,9;84;
Tailor Kids;57;75435;10.0 M;4;0,1;0,2;0;GAME_EDUCATIONAL;53508;7325;6366;2088;6146;FALSE;177365;19486;115718;544117;1,3;14;
Snow Cone Maker - Frozen Foods;58;75270;10.0 M;4;0,1;0,2;0;GAME_EDUCATIONAL;54579;6354;4815;1908;7612;FALSE;177278;117530;182881;753007;9,1;58;
Baby Phone for Kids - Learning Numbers and Animals;59;75082;10.0 M;4;0,1;672,7;0;GAME_EDUCATIONAL;52362;5787;4729;2823;9379;FALSE;5547;80965;61433;224394;7,5;45;
